dataset,question,model,distractor_count,distractor_type,prediction,EM,F1,latency_ms,recall@5,recall@10
squad,"The fictional detective, Nero Wolfe, is described as fond of solving what kind of puzzle in the London Times newspaper?",gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"The fictional detective, Nero Wolfe, is described as fond of solving what kind of puzzle in the London Times newspaper?",llama31,5,topical,The crossword puzzle.,0,0.5,0,1,1
squad,"The fictional detective, Nero Wolfe, is described as fond of solving what kind of puzzle in the London Times newspaper?",gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"The fictional detective, Nero Wolfe, is described as fond of solving what kind of puzzle in the London Times newspaper?",llama31,5,hard_negative,The crossword puzzle.,0,0.5,0,1,1
squad,"The fictional detective, Nero Wolfe, is described as fond of solving what kind of puzzle in the London Times newspaper?",gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,"The fictional detective, Nero Wolfe, is described as fond of solving what kind of puzzle in the London Times newspaper?",llama31,5,paraphrased_contradiction,crossword puzzle,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,0,none,Late 1970.,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,1,topical,Late 1970.,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,1,hard_negative,The year Smile changed their name to Queen was 1970.,0,0.1818,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,1,paraphrased_contradiction,Late 1970.,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,3,topical,Late 1970.,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,3,hard_negative,Late 1970.,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,3,paraphrased_contradiction,Late 1970.,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,5,topical,Late 1970.,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,5,hard_negative,Late 1970.,0,0.6667,0,1,1
squad,In what year did Smile change their name to Queen?,gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,In what year did Smile change their name to Queen?,llama31,5,paraphrased_contradiction,Late 1970.,0,0.6667,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,0,none,"The issues facing playback and recording mechanics were:

1. Delicate sounds and fine overtones were mostly lost due to the high sound energy required to vibrate the recording horn diaphragm and cutting mechanism.
2. Mechanical resonances in both the recording and playback system.
3. Distortion was a common issue, but modern playback on equipment reduced it to some extent.",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,1,topical,"The issues facing playback and recording mechanics were:

1. Delicate sounds and fine overtones were mostly lost due to the high sound energy required to vibrate the recording horn diaphragm and cutting mechanism.
2. Mechanical resonances in both the recording and playback system.
3. Distortion was a common issue, but modern playback on equipment reduced it to some extent.",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,1,hard_negative,Delicate sounds and fine overtones were mostly lost due to the need for a lot of sound energy to vibrate the recording horn diaphragm and cutting mechanism. There were also acoustic limitations due to mechanical resonances in both the recording and playback system.,0,0.0889,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,1,paraphrased_contradiction,"Delicate sounds and fine overtones were mostly lost, and some acoustic limitations were due to mechanical resonances in both the recording and playback systems.",0,0.1538,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,3,topical,"The issues facing playback and recording mechanics were:

1. Delicate sounds and fine overtones were mostly lost due to the high sound energy required to vibrate the recording horn diaphragm and cutting mechanism.
2. Mechanical resonances in both the recording and playback system.
3. Distortion was a common issue, but modern playback on equipment reduced it to some extent.",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,3,hard_negative,"Delicate sounds and fine overtones were mostly lost due to the following issues:

- It took a lot of sound energy to vibrate the recording horn diaphragm and cutting mechanism.
- Mechanical resonances in both the recording and playback system caused acoustic limitations.
- Even an acoustic recording played back electrically on modern equipment sounds like it was recorded through a horn, with a reduction in distortion being the only notable difference.",0,0.0563,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,3,paraphrased_contradiction,"Delicate sounds and fine overtones were mostly lost, and some acoustic limitations were due to mechanical resonances in both the recording and playback systems.",0,0.1538,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,5,topical,"The issues facing playback and recording mechanics were:

1. Delicate sounds and fine overtones were mostly lost due to the high sound energy required to vibrate the recording horn diaphragm and cutting mechanism.
2. Mechanical resonances in both the recording and playback system.
3. Distortion was a common issue, but modern playback on equipment reduced it to some extent.",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,5,hard_negative,Delicate sounds and fine overtones were mostly lost due to it taking a lot of sound energy to vibrate the recording horn diaphragm and cutting mechanism. There were acoustic limitations due to mechanical resonances in both the recording and playback system.,0,0.093,0,1,1
squad,What were issues facing play back and recording mechanics?,gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What were issues facing play back and recording mechanics?,llama31,5,paraphrased_contradiction,"Delicate sounds and fine overtones were mostly lost, and some acoustic limitations were due to mechanical resonances in both the recording and playback systems.",0,0.1538,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,0,none,"MPEG-2, MPEG-4, and WMV.",0,0.8571,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,1,topical,"MPEG-2, MPEG-4, and WMV are supported codecs for 360 streaming from uShare.",0,0.4,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,1,hard_negative,"MPEG-2, MPEG-4, and WMV are supported codecs for 360 streaming from uShare.",0,0.4,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,1,paraphrased_contradiction,"MPEG-2, MPEG-4, WMV.",1,1.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,3,topical,"MPEG-2, MPEG-4, and WMV are supported codecs for 360 streaming from uShare.",0,0.4,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,3,hard_negative,"MPEG-2, MPEG-4, WMV.",1,1.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,3,paraphrased_contradiction,"MPEG-2, MPEG-4, WMV.",1,1.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,5,topical,"MPEG-2, MPEG-4, and WMV are supported codecs for 360 streaming from uShare.",0,0.4,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,5,hard_negative,"MPEG-2, MPEG-4, and WMV.",0,0.8571,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What codecs are supported for 360 streaming from uShare?,llama31,5,paraphrased_contradiction,"MPEG-2, MPEG-4, WMV.",1,1.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,0,none,The Arabic term for Quranic exegesis is 'Tafsir'.,0,0.2222,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,1,topical,The Arabic term for Quranic exegesis is 'Tafsir'.,0,0.2222,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,1,hard_negative,The Arabic term for Quranic exegesis is 'Tafsir'.,0,0.2222,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,1,paraphrased_contradiction,"The Arabic term for Quranic exegesis is ""Tafsir"".",0,0.2222,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,3,topical,The Arabic term for Quranic exegesis is 'Tafsir'.,0,0.2222,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,3,hard_negative,"The term for Quranic exegesis is not explicitly mentioned in the provided context. However, the term ""Tafsir"" is mentioned as one of the earliest academic activities of Muslims.",0,0.069,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,3,paraphrased_contradiction,"The Arabic term for Quranic exegesis is ""Tafsir"".",0,0.2222,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,5,topical,The Arabic term for Quranic exegesis is 'Tafsir'.,0,0.2222,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,6,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,5,hard_negative,"The question does not mention the term for Quranic exegesis in Arabic directly. However, Tafsir is mentioned as one of the earliest academic activities of Muslims, which refers to the explanation or interpretation of the Quran.",0,0.0541,0,1,1
squad,What is the Arabic term for Quranic exegesis?,gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What is the Arabic term for Quranic exegesis?,llama31,5,paraphrased_contradiction,"The Arabic term for Quranic exegesis is ""Tafsir"".",0,0.2222,0,1,1
squad,What century does football in England not exist in?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,0,none,"The context does not answer this question as it was phrased incorrectly. However, I can correct it for you. The context states that the history of football in England dates back to at least the 8th century AD. 

So, to rephrase the question: What century does football in England exist in?

Answer: The 8th century and onwards.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,1,topical,"The context does not answer this question as it was phrased incorrectly. However, I can correct it for you. The context states that the history of football in England dates back to at least the 8th century AD. 

So, to rephrase the question: What century does football in England exist in?

Answer: The 8th century and onwards.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,1,hard_negative,"The question seems to be referring to the existence of modern football (soccer) in England, not American football. Based on the context, association football in itself does not have a classical history, implying it doesn't exist in ancient times.

The history of football in England dates back to at least the 8th century AD.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,1,paraphrased_contradiction,"Based on the provided context, the history of football in England is known to date back to at least the eighth century AD. This implies that there are no records of football in England before the 8th century.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,3,topical,"The context does not answer this question as it was phrased incorrectly. However, I can correct it for you. The context states that the history of football in England dates back to at least the 8th century AD. 

So, to rephrase the question: What century does football in England exist in?

Answer: The 8th century and onwards.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,3,hard_negative,"The 8th century is when the history of football in England is said to date back to, not a century when football does not exist in.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,3,paraphrased_contradiction,"Based on the provided context, the history of football in England is known to date back to at least the eighth century AD. This implies that there are no records of football in England before the 8th century.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,5,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,5,topical,"The context does not answer this question as it was phrased incorrectly. However, I can correct it for you. The context states that the history of football in England dates back to at least the 8th century AD. 

So, to rephrase the question: What century does football in England exist in?

Answer: The 8th century and onwards.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,5,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,5,hard_negative,"The context states that the history of football in England dates back to at least the eighth century AD, but association football in itself does not have a classical history. This implies that there is no historical connection between association football and games played in antiquity outside Europe. It does not mean that football does not exist in the 8th century AD, but its modern form as association football has a history starting from the 19th century.",0,0.0,0,1,1
squad,What century does football in England not exist in?,gpt41mini,5,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0,0,1,1
squad,What century does football in England not exist in?,llama31,5,paraphrased_contradiction,"Based on the provided context, the history of football in England is known to date back to at least the eighth century AD. This implies that there are no records of football in England before the 8th century.",0,0.0,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,0,none,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,0,none,Fryderyk Chopin's father played the flute and violin.,0,0.5455,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,1,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,1,topical,The father played the flute and violin.,0,0.6,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,1,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,1,hard_negative,The father played the flute and violin.,0,0.6,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,1,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,1,paraphrased_contradiction,The father played the flute and violin.,0,0.6,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,3,topical,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,3,topical,The father played the flute and violin.,0,0.6,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,3,hard_negative,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,3,hard_negative,Chopin's father played the flute and the violin.,0,0.5455,0,1,1
squad,What instruments did Chopin's father play?,gpt41mini,3,paraphrased_contradiction,"[gpt41mini error: Error code: 402 - {'error': {'message': 'Insufficient credits. This account never purchased credits. Make sure your key is on the correct account or org, and if so, purchase more at https://openrouter.ai/settings/credits', 'code': 402}}]",0,0.0541,0,1,1
squad,What instruments did Chopin's father play?,llama31,3,paraphrased_contradiction,The father played the flute and violin.,0,0.6,0,1,1
